class_name	major	category
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język niemiecki B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Nanoinżynieria Materiałów
Statystyka	Nauki fizyczne	Nanoinżynieria Materiałów
Wstęp do fizyki kwantowej	Nauki fizyczne	Nanoinżynieria Materiałów
Laboratorium fizyczne	Nauki fizyczne	Nanoinżynieria Materiałów
Termodynamika	Nauki fizyczne	Nanoinżynieria Materiałów
Matematyka 3	Nauki fizyczne	Nanoinżynieria Materiałów
Chemia nieorganiczna	Nauki fizyczne	Nanoinżynieria Materiałów
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język niemiecki B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Nanoinżynieria Materiałów
Drgania i fale	Nauki fizyczne	Nanoinżynieria Materiałów
Chemia fizyczna	Nauki fizyczne	Nanoinżynieria Materiałów
Krystalografia	Nauki fizyczne	Nanoinżynieria Materiałów
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język niemiecki B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Nanoinżynieria Materiałów
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Nanoinżynieria Materiałów
Podstawy fizyki teoretycznej	Nauki fizyczne	Nanoinżynieria Materiałów
Nanomateriały do konwersji energii słonecznej	Nauki fizyczne	Nanoinżynieria Materiałów
Metody numeryczne	Nauki fizyczne	Nanoinżynieria Materiałów
Matematyczne metody fizyki 3	Nauki fizyczne	Nanoinżynieria Materiałów
Wprowadzenie do nanotechnologii	Nauki fizyczne	Nanoinżynieria Materiałów
Metody badań nanomateriałów	Nauki fizyczne	Nanoinżynieria Materiałów
Zagrożenia w nanotechnologii	Nauki fizyczne	Nanoinżynieria Materiałów
Język C++	Nauki fizyczne	Nanoinżynieria Materiałów
Wstęp do kwantowej teorii transportu elektronowego	Nauki fizyczne	Nanoinżynieria Materiałów
Mikrotomografia	Nauki fizyczne	Nanoinżynieria Materiałów
Inżynierskie metody numeryczne	Nauki fizyczne	Nanoinżynieria Materiałów
Nanomateriały do elektrochemicznej konwersji i magazynowania energii	Nauki fizyczne	Nanoinżynieria Materiałów
Materiały funkcjonalne i sensory – wybrane zagadnienia	Nauki fizyczne	Nanoinżynieria Materiałów
Chemia organiczna	Nauki fizyczne	Nanoinżynieria Materiałów
Mechanika kwantowa	Nauki fizyczne	Nanoinżynieria Materiałów
Chemia nanomateriałów	Nauki fizyczne	Nanoinżynieria Materiałów
Praktyka zawodowa	Nauki fizyczne	Nanoinżynieria Materiałów
Inżynieria cienkich warstw i nanostruktur	Nauki fizyczne	Nanoinżynieria Materiałów
Addytywne formowanie przestrzenne nano- i mikromateriałów ceramicznych	Nauki fizyczne	Nanoinżynieria Materiałów
Metody obliczeniowe dla układów niskowymiarowych 1	Nauki fizyczne	Nanoinżynieria Materiałów
Podstawy modelowania w nano i meso-skali	Nauki fizyczne	Nanoinżynieria Materiałów
Projekt dyplomowy	Nauki fizyczne	Nanoinżynieria Materiałów
Wstęp do kwantowej teorii transportu elektronowego	Nauki fizyczne	Nanoinżynieria Materiałów
Mikrotomografia	Nauki fizyczne	Nanoinżynieria Materiałów
Nanomateriały do elektrochemicznej konwersji i magazynowania energii	Nauki fizyczne	Nanoinżynieria Materiałów
Materiały funkcjonalne i sensory – wybrane zagadnienia	Nauki fizyczne	Nanoinżynieria Materiałów
Chemia organiczna	Nauki fizyczne	Nanoinżynieria Materiałów
Laboratorium nowoczesnych materiałów i technologii	Nauki fizyczne	Nanoinżynieria Materiałów
Inżynieria zaawansowanych procesów materiałowych	Nauki fizyczne	Nanoinżynieria Materiałów
Metody obliczeniowe dla układów niskowymiarowych 2	Nauki fizyczne	Nanoinżynieria Materiałów
Zaawansowane metody modelowania	Nauki fizyczne	Nanoinżynieria Materiałów
Introduction to scientific English	Nauki fizyczne	Computer Physics
Introduction to physics	Nauki fizyczne	Computer Physics
Mathematical Analysis 1	Nauki fizyczne	Computer Physics
Higher algebra	Nauki fizyczne	Computer Physics
Introduction to Unix systems	Nauki fizyczne	Computer Physics
Programming languages 1	Nauki fizyczne	Computer Physics
Mechanics	Nauki fizyczne	Computer Physics
Mathematical Analysis 2	Nauki fizyczne	Computer Physics
Linear algebra	Nauki fizyczne	Computer Physics
Differential calculus	Nauki fizyczne	Computer Physics
Programming languages 2	Nauki fizyczne	Computer Physics
Algorithms and data structures	Nauki fizyczne	Computer Physics
English B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 1/3	Nauki fizyczne	Computer Physics
Russian B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 1/3	Nauki fizyczne	Computer Physics
Spanish B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 1/3	Nauki fizyczne	Computer Physics
French B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 1/3	Nauki fizyczne	Computer Physics
German B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 1/3	Nauki fizyczne	Computer Physics
Electromagnetism and optics	Nauki fizyczne	Computer Physics
Object oriented programming 1	Nauki fizyczne	Computer Physics
Discrete mathematics	Nauki fizyczne	Computer Physics
Introduction to statistical physics	Nauki fizyczne	Computer Physics
Statistics	Nauki fizyczne	Computer Physics
English B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 2/3	Nauki fizyczne	Computer Physics
Russian B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 2/3	Nauki fizyczne	Computer Physics
Spanish B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 2/3	Nauki fizyczne	Computer Physics
French B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 2/3	Nauki fizyczne	Computer Physics
German B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 2/3	Nauki fizyczne	Computer Physics
Introduction to quantum physics	Nauki fizyczne	Computer Physics
Physics lab	Nauki fizyczne	Computer Physics
Numerical methods in physics	Nauki fizyczne	Computer Physics
English B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 3/3	Nauki fizyczne	Computer Physics
Russian B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 3/3	Nauki fizyczne	Computer Physics
Spanish B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 3/3	Nauki fizyczne	Computer Physics
French B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 3/3	Nauki fizyczne	Computer Physics
German B2 course - compulsory course of 135 hours for students of FIRST-CYCLE studies - semester 3/3	Nauki fizyczne	Computer Physics
Fundamentals of analog circuits	Nauki fizyczne	Computer Physics
Introduction to video editing and computer animation	Nauki fizyczne	Computer Physics
Introduction to Artificial Intelligence	Nauki fizyczne	Computer Physics
Introduction to theoretical physics	Nauki fizyczne	Computer Physics
Computer physics 1	Nauki fizyczne	Computer Physics
Fundamentals of microelectronics and digital circuits	Nauki fizyczne	Computer Physics
Scripting Languages	Nauki fizyczne	Computer Physics
Fundamentals of Data Science	Nauki fizyczne	Computer Physics
Python in the Enterprise	Nauki fizyczne	Computer Physics
Agile methodologies and tools	Nauki fizyczne	Computer Physics
Introduction to solid state physics	Nauki fizyczne	Computer Physics
Modern scientific computing	Nauki fizyczne	Computer Physics
Computer physics 2	Nauki fizyczne	Computer Physics
Professional practice	Nauki fizyczne	Computer Physics
Digital systems and microprocessors	Nauki fizyczne	Computer Physics
Deep learning with massively parallel acceleration	Nauki fizyczne	Computer Physics
Introduction to video editing and computer animation	Nauki fizyczne	Computer Physics
Introduction to Virtual Reality	Nauki fizyczne	Computer Physics
Final Project	Nauki fizyczne	Computer Physics
Introduction to environmental physics	Nauki fizyczne	Computer Physics
Introduction to nuclear physics	Nauki fizyczne	Computer Physics
Monte Carlo methods in physics	Nauki fizyczne	Computer Physics
Computer simulations in physics	Nauki fizyczne	Computer Physics
Matematyka 1	Nauki fizyczne	Fizyka Medyczna
Mechanika i fizyka statystyczna	Nauki fizyczne	Fizyka Medyczna
Metody ilościowe w fizyce medycznej	Nauki fizyczne	Fizyka Medyczna
Podstawy chemii	Nauki fizyczne	Fizyka Medyczna
Podstawy programowania	Nauki fizyczne	Fizyka Medyczna
Propedeutyka nauk medycznych	Nauki fizyczne	Fizyka Medyczna
Matematyka 2	Nauki fizyczne	Fizyka Medyczna
Elektromagnetyzm i optyka	Nauki fizyczne	Fizyka Medyczna
Statystyka inżynierska	Nauki fizyczne	Fizyka Medyczna
Chemia organiczna	Nauki fizyczne	Fizyka Medyczna
Anatomia	Nauki fizyczne	Fizyka Medyczna
Fizjologia	Nauki fizyczne	Fizyka Medyczna
Histologia	Nauki fizyczne	Fizyka Medyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Medyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Medyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Medyczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Medyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Medyczna
Matematyka 3	Nauki fizyczne	Fizyka Medyczna
Wstęp do fizyki atomowej i kwantowej	Nauki fizyczne	Fizyka Medyczna
Laboratorium fizyczne	Nauki fizyczne	Fizyka Medyczna
Biochemia	Nauki fizyczne	Fizyka Medyczna
Biofizyka	Nauki fizyczne	Fizyka Medyczna
Biologia molekularna	Nauki fizyczne	Fizyka Medyczna
Język Python	Nauki fizyczne	Fizyka Medyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Medyczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Medyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Medyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Medyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Medyczna
Matematyka 4	Nauki fizyczne	Fizyka Medyczna
Podstawy fizyki i techniki jądrowej	Nauki fizyczne	Fizyka Medyczna
Podstawy fizyki medycznej	Nauki fizyczne	Fizyka Medyczna
Podstawy elektroniki	Nauki fizyczne	Fizyka Medyczna
Biochemia	Nauki fizyczne	Fizyka Medyczna
Cytofizjologia	Nauki fizyczne	Fizyka Medyczna
Genetyka ogólna	Nauki fizyczne	Fizyka Medyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Medyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Medyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Medyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Medyczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Medyczna
Dozymetria promieniowania jonizującego	Nauki fizyczne	Fizyka Medyczna
Patologia komórki	Nauki fizyczne	Fizyka Medyczna
Radiochemia	Nauki fizyczne	Fizyka Medyczna
Analiza śladowa	Nauki fizyczne	Fizyka Medyczna
Fundamentals of Data Science	Nauki fizyczne	Fizyka Medyczna
Mikrotomografia	Nauki fizyczne	Fizyka Medyczna
Pakiet obliczeniowy MATLAB i jego zastosowania	Nauki fizyczne	Fizyka Medyczna
Podstawy fizyki ciała stałego	Nauki fizyczne	Fizyka Medyczna
Programowanie obiektowe	Nauki fizyczne	Fizyka Medyczna
Przyrządy i układy półprzewodnikowe	Nauki fizyczne	Fizyka Medyczna
Wprowadzenie do astrofizyki i kosmologii	Nauki fizyczne	Fizyka Medyczna
Wprowadzenie do rentgenowskiej analizy fluorescencyjnej	Nauki fizyczne	Fizyka Medyczna
Fitochemia i fitotoksykologia	Nauki fizyczne	Fizyka Medyczna
Materiały i przyrządy półprzewodnikowe	Nauki fizyczne	Fizyka Medyczna
Nanobiotechnologia w diagnostyce i leczeniu	Nauki fizyczne	Fizyka Medyczna
Wprowadzenie do układów programowalnych dla fizyków	Nauki fizyczne	Fizyka Medyczna
Edycja i prezentacja tekstów naukowych	Nauki fizyczne	Fizyka Medyczna
Kriogenika	Nauki fizyczne	Fizyka Medyczna
Podstawy fizyki środowiska	Nauki fizyczne	Fizyka Medyczna
Statystyka matematyczna	Nauki fizyczne	Fizyka Medyczna
Laboratorium zaawansowanych technik jądrowych	Nauki fizyczne	Fizyka Medyczna
Chemia radiacyjna	Nauki fizyczne	Fizyka Medyczna
Podstawy radiofarmakologii i medycyny nuklearnej	Nauki fizyczne	Fizyka Medyczna
Praktyka zawodowa	Nauki fizyczne	Fizyka Medyczna
Antyutleniacze w profilaktyce zdrowotnej i medycynie	Nauki fizyczne	Fizyka Medyczna
Mikroobrazowanie chemiczne	Nauki fizyczne	Fizyka Medyczna
Podstawy biotechnologii	Nauki fizyczne	Fizyka Medyczna
Wybrane zagadnienia elektroniki medycznej	Nauki fizyczne	Fizyka Medyczna
Podstawy grafiki komputerowej	Nauki fizyczne	Fizyka Medyczna
Język C++	Nauki fizyczne	Fizyka Medyczna
Projekt dyplomowy	Nauki fizyczne	Fizyka Medyczna
Ochrona radiologiczna	Nauki fizyczne	Fizyka Medyczna
Biocybernetyka	Nauki fizyczne	Fizyka Medyczna
Bioczujniki	Nauki fizyczne	Fizyka Medyczna
Nadprzewodnictwo i nadciekłość	Nauki fizyczne	Fizyka Medyczna
Sztuczne narządy	Nauki fizyczne	Fizyka Medyczna
Techniki membranowe	Nauki fizyczne	Fizyka Medyczna
Bioenergetyka	Nauki fizyczne	Fizyka Medyczna
Metody analizy instrumentalnej	Nauki fizyczne	Fizyka Medyczna
Modelowanie układów przepływowych	Nauki fizyczne	Fizyka Medyczna
Detektory promieniowania	Nauki fizyczne	Fizyka Medyczna
Mechanika i fizyka statystyczna	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyka 1	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyczne metody fizyki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do informatyki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Elektromagnetyzm i optyka	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyka 2	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy chemii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Statystyka	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do biomechaniki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wstęp do fizyki kwantowej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Laboratorium fizyczne 1	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyka 3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Chemia organiczna z elementami biochemii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Biofizyka procesów życiowych	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Pakiet obliczeniowy MATLAB i jego zastosowania	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Laboratorium fizyczne 2	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do elektroniki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wstęp do fizyki materiałów polimerowych	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Biofizyka	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy biotechnologii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Procesy transportu w środowisku	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy inżynierii komórkowej i tkankowej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy fizyki teoretycznej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Język C++	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Antyutleniacze w profilaktyce zdrowotnej i medycynie	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyczne metody fizyki 2	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanomateriały do konwersji energii słonecznej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wstęp do cyfrowego przetwarzania sygnałów	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Laboratorium elektroniczne	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do nanotechnologii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Mikrotomografia	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Biofizyka organizmów autotroficznych	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Detektory promieniowania	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Edycja i prezentacja tekstów naukowych	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Metody analizy instrumentalnej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy fizyki środowiska	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy modelowania molekularnego	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Python in the Enterprise	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Radiochemia	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Techniki internetowe	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Fitochemia i fitotoksykologia	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Materiały i przyrządy półprzewodnikowe	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanobiotechnologia w diagnostyce i leczeniu	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do astrofizyki i kosmologii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Analiza śladowa	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Biocybernetyka	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Bioczujniki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Kriogenika	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Modele dyspersyjne w fizyce atmosfery	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanomateriały do elektrochemicznej konwersji i magazynowania energii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy fizyki ciała stałego	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Sztuczne narządy	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Wprowadzenie do rentgenowskiej analizy fluorescencyjnej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Struktura elektronowa fazy skondensowanej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Bioenergetyka i bionika	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Praktyka zawodowa	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy grafiki komputerowej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy inżynierii komórkowej i tkankowej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy fizyki teoretycznej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Antyutleniacze w profilaktyce zdrowotnej i medycynie	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyczne metody fizyki 3	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanomateriały do konwersji energii słonecznej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy chemii medycznej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Projekt dyplomowy	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Podstawy modelowania molekularnego	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Metody analizy instrumentalnej	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Detektory promieniowania	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Fitochemia i fitotoksykologia	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanobiotechnologia w diagnostyce i leczeniu	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Analiza śladowa	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Biocybernetyka	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Bioczujniki	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nadprzewodnictwo i nadciekłość	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Nanomateriały do elektrochemicznej konwersji i magazynowania energii	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Sztuczne narządy	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Techniki membranowe	Nauki fizyczne	Mikro- i Nanotechnologie w Biofizyce
Matematyka 1	Nauki fizyczne	Fizyka Techniczna
Metody algebry liniowej w fizyce	Nauki fizyczne	Fizyka Techniczna
Mechanika	Nauki fizyczne	Fizyka Techniczna
Podstawy informatyki	Nauki fizyczne	Fizyka Techniczna
Matematyka 2	Nauki fizyczne	Fizyka Techniczna
Elektromagnetyzm i optyka	Nauki fizyczne	Fizyka Techniczna
Laboratorium fizyczne 1	Nauki fizyczne	Fizyka Techniczna
Język C++	Nauki fizyczne	Fizyka Techniczna
Pakiety obliczeniowe	Nauki fizyczne	Fizyka Techniczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Techniczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Techniczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Techniczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Techniczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Nauki fizyczne	Fizyka Techniczna
Matematyka 3	Nauki fizyczne	Fizyka Techniczna
Statystyka matematyczna	Nauki fizyczne	Fizyka Techniczna
Wstęp do fizyki kwantowej	Nauki fizyczne	Fizyka Techniczna
Laboratorium fizyczne 2	Nauki fizyczne	Fizyka Techniczna
Python	Nauki fizyczne	Fizyka Techniczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Techniczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Techniczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Techniczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Techniczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki fizyczne	Fizyka Techniczna
Termodynamika i fizyka statystyczna	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki jądrowej i cząstek elementarnych	Nauki fizyczne	Fizyka Techniczna
Matematyczne metody fizyki 1	Nauki fizyczne	Fizyka Techniczna
Obwody elektryczne i struktury półprzewodnikowe	Nauki fizyczne	Fizyka Techniczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Techniczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Techniczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Techniczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Techniczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki fizyczne	Fizyka Techniczna
Aplikacje mobilne	Nauki fizyczne	Fizyka Techniczna
Biofizyka	Nauki fizyczne	Fizyka Techniczna
Chemia ogólna	Nauki fizyczne	Fizyka Techniczna
Deep Learning with CUDA	Nauki fizyczne	Fizyka Techniczna
Fizyka żeglowania	Nauki fizyczne	Fizyka Techniczna
Krystalografia	Nauki fizyczne	Fizyka Techniczna
Nanomateriały do konwersji energii słonecznej	Nauki fizyczne	Fizyka Techniczna
